"funcao","kind","language","return_type","complexidade"
"workflow.set_state(a_document uuid, a_process character varying, a_state character varying, a_tenant bigint)","FUNCTION","plpgsql","void","Baixa"
"workflow.show_history(a_document uuid)","FUNCTION","plpgsql","record","Baixa"
"workflow.start_workflow(a_document_type workflow.enum_tipo_documento, a_document uuid, a_user uuid, a_comment character varying, a_tenant bigint)","FUNCTION","plpgsql","varchar","Baixa"
"workflow.trigger_before_update_state()","FUNCTION","plpgsql","trigger","Baixa"
"workflow.trigger_change_actions_of_state()","FUNCTION","plpgsql","trigger","Baixa"
"workflow.trigger_delete_state()","FUNCTION","plpgsql","trigger","Baixa"
"workflow.trigger_update_state_type()","FUNCTION","plpgsql","trigger","Baixa"
"workflow_web.apenas_criador_solicita_aprovacao_iniciar(a_process character varying, a_document uuid, a_escopoworkflow bigint)","FUNCTION","plpgsql","bool","Baixa"
"workflow_web.calc_new_state_type(a_state uuid, a_oldstatetype smallint)","FUNCTION","plpgsql","int2","Baixa"
"workflow_web.can_user_execute_action(a_process uuid, a_state uuid, a_action uuid, a_document uuid, a_user character varying, a_datahora_entrada_estado_atual timestamp without time zone)","FUNCTION","plpgsql","void","Baixa"
"workflow_web.can_user_start_workflow(a_user character varying, a_diagram uuid)","FUNCTION","plpgsql","bool","Baixa"
"workflow_web.eh_gestor_trabalhador_doc(a_document uuid, a_user character varying)","FUNCTION","plpgsql","bool","Baixa"
"workflow_web.execute_action(a_process character varying, a_document uuid, a_action character varying, a_user character varying, a_comment character varying, a_escopoworkflow bigint)","FUNCTION","plpgsql","varchar","Baixa"
"workflow_web.execute_action(a_document_type workflow_web.enum_tipo_documento, a_document uuid, a_action character varying, a_user character varying, a_comment character varying, a_escopoworkflow bigint)","FUNCTION","plpgsql","varchar","Baixa"
"workflow_web.exigir_comentario_iniciar(a_process character varying, a_document uuid, a_escopoworkflow bigint)","FUNCTION","plpgsql","bool","Baixa"
"workflow_web.exists_process(a_process character varying, a_escopoworkflow bigint)","FUNCTION","plpgsql","bool","Baixa"
"workflow_web.get_action(a_state uuid, a_action character varying)","FUNCTION","plpgsql","record","Baixa"
"workflow_web.get_diagram(a_process character varying, a_document uuid, a_iswkfstarting boolean, a_escopoworkflow bigint)","FUNCTION","plpgsql","record","Baixa"
"workflow_web.get_docinfo(a_process character varying, a_document uuid, a_escopoworkflow bigint)","FUNCTION","plpgsql","docinfo","Baixa"
"workflow_web.get_docinfo(a_process character varying, a_document uuid, a_escopoworkflow bigint, a_informaexception boolean)","FUNCTION","plpgsql","docinfo","Baixa"
"workflow_web.get_estadosdepara(a_escopoworkflow bigint, a_identificacao character varying)","FUNCTION","plpgsql","record","Baixa"
"workflow_web.get_final_state(a_process character varying, a_escopoworkflow bigint)","FUNCTION","plpgsql","record","Baixa"
"workflow_web.get_final_state(a_diagram uuid)","FUNCTION","plpgsql","record","Baixa"
"workflow_web.get_gestores_documento(a_document uuid, a_user character varying)","FUNCTION","plpgsql","record","Baixa"
"workflow_web.get_initial_state(a_diagram uuid)","FUNCTION","plpgsql","record","Baixa"
"workflow_web.get_process(a_process character varying, a_escopoworkflow bigint)","FUNCTION","plpgsql","record","Baixa"
"workflow_web.get_process_by_document_type(a_document_type workflow_web.enum_tipo_documento, a_document uuid, a_escopoworkflow bigint)","FUNCTION","plpgsql","varchar","Baixa"
"workflow_web.get_state(a_diagram uuid, a_state character varying)","FUNCTION","plpgsql","record","Baixa"
"workflow_web.is_state_in_use(a_process character varying, a_state character varying, a_escopoworkflow bigint)","FUNCTION","plpgsql","bool","Baixa"
"workflow_web.is_user_member_of_role(a_user character varying, a_role uuid)","FUNCTION","plpgsql","bool","Baixa"
"workflow_web.list_available_actions(a_state uuid, a_document uuid, a_user character varying)","FUNCTION","plpgsql","record","Baixa"
"workflow_web.list_diagrams(a_escopoworkflow bigint)","FUNCTION","plpgsql","record","Baixa"
"workflow_web.list_informarcoes_notificacoes(codigo_acao character varying, a_process character varying, a_document uuid, a_user character varying, a_escopoworkflow bigint, configuracao_gestores boolean)","FUNCTION","plpgsql","list_notification_element","Baixa"
"workflow_web.list_states(a_diagram uuid)","FUNCTION","plpgsql","record","Baixa"
"workflow_web.pode_editar_documento(a_process character varying, a_document uuid, a_escopoworkflow bigint)","FUNCTION","plpgsql","bool","Baixa"
"workflow_web.recupera_usuario_criador_workflow(a_document uuid, a_process character varying)","FUNCTION","plpgsql","text","Baixa"
"workflow_web.set_initial_state(a_document uuid, a_process character varying, a_date timestamp without time zone, a_state character varying, a_escopoworkflow bigint)","FUNCTION","plpgsql","void","Baixa"
"workflow_web.set_state(a_document uuid, a_process character varying, a_state character varying, a_escopoworkflow bigint)","FUNCTION","plpgsql","void","Baixa"
"workflow_web.show_history(a_document uuid)","FUNCTION","plpgsql","record","Baixa"
"workflow_web.start_workflow(a_document_type workflow_web.enum_tipo_documento, a_document uuid, a_user character varying, a_comment character varying, a_escopoworkflow bigint)","FUNCTION","plpgsql","varchar","Baixa"
"workflow_web.start_workflow(a_process character varying, a_document uuid, a_user character varying, a_comment character varying, a_escopoworkflow bigint)","FUNCTION","plpgsql","record","Baixa"
"workflow_web.trigger_before_insert_or_update_pendencia()","FUNCTION","plpgsql","trigger","Baixa"
"workflow_web.trigger_before_update_state()","FUNCTION","plpgsql","trigger","Baixa"
"workflow_web.trigger_change_actions_of_state()","FUNCTION","plpgsql","trigger","Baixa"
"workflow_web.trigger_delete_state()","FUNCTION","plpgsql","trigger","Baixa"
"workflow_web.trigger_update_state_type()","FUNCTION","plpgsql","trigger","Baixa"
"workflow_web.usuario_criador_workflow(a_user character varying, a_document uuid, a_process character varying)","FUNCTION","plpgsql","bool","Baixa"
"atendimento.api_artigoprocessatag(a_objeto atendimento.tartigoprocessatag)","FUNCTION","plpgsql","trecibo","Alta"
"atendimento.api_categoriasreordenar_v3(a_objeto atendimento.tcategoriasreordenar_v2)","FUNCTION","plpgsql","trecibo","Alta"
"atendimento.api_somaresumos(a_objeto atendimento.tsomaresumos)","FUNCTION","plpgsql","trecibo","Alta"
"compras.cria_produtos_livres_negociacao(a_negociacao uuid)","FUNCTION","plpgsql","void","Alta"
"compras.desprocessar_pedido_gerencial(a_pedido_gerencial uuid)","FUNCTION","plpgsql","void","Alta"
"compras.iniciar_negociacao(a_idrequisicaocompra uuid, a_idusuarioresponsavel uuid)","FUNCTION","plpgsql","uuid","Alta"
"compras.list_historicoitem(a_produto uuid)","FUNCTION","plpgsql","hitoricoaquisicao","Alta"
"contabil.api_lancamentonovo(a_objeto contabil.tlancamentonovo)","FUNCTION","plpgsql","trecibo","Alta"
"contabil.api_lotelancamento_v2novo(a_objeto contabil.tlotelancamento_v2novo)","FUNCTION","plpgsql","trecibo","Alta"
"contabil.separar_exercicio(a_empresa uuid, a_ano integer)","FUNCTION","plpgsql","void","Alta"
"contabilizacao.contabilizar_baixa_persona_multiplas(pcontabilizacao uuid, pbaixa uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_compra_apaqserv(pcontabilizacao uuid, pdocfis uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_compra_apcompra(pcontabilizacao uuid, pdocfis uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_compra_bxaqservicos(pcontabilizacao uuid, pbaixa uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_compra_bxcompra(pcontabilizacao uuid, pbaixa uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_compra_bxforncartao(pcontabilizacao uuid, pbaixa uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_compraconsumo_apcompraconsumo(pcontabilizacao uuid, pdocfis uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_compraconsumo_apimpconsumo(pcontabilizacao uuid, pdocfis uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_compraconsumo_baixa(pcontabilizacao uuid, pbaixa uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_devcompconsumo(pcontabilizacao uuid, pdocfis uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_devcompramerc(pcontabilizacao uuid, pdocfis uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_estornoimpostocompconsumo(pcontabilizacao uuid, pdocfis uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_folhas(pcontabilizacao uuid, ptitulo uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_gpsfuncionarios(pcontabilizacao uuid, ptitulo uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_grrf(pcontabilizacao uuid, ptitulo uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_guiassefip(pcontabilizacao uuid, ptitulo uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_ordenspagamentofolha(pcontabilizacao uuid, pbaixa uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_outrasdespesas_baixa(pcontabilizacao uuid, pbaixa uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_outrasdespesas_outrasdesp(pcontabilizacao uuid, poutdoc uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_outrasreceitas_apimpoutrec(pcontabilizacao uuid, poutdoc uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_outrasreceitas_baixa(pcontabilizacao uuid, pbaixa uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_outrasreceitas_outrasrec(pcontabilizacao uuid, poutdoc uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_pisfolha(pcontabilizacao uuid, pdarf uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_provisao13(pcontabilizacao uuid, pprovisao13 uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_provisaoferias(pcontabilizacao uuid, pprovisaoferias uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_venda_apimpmercservcx(pcontabilizacao uuid, pdocfis uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_venda_apimpserv(pcontabilizacao uuid, pdocfis uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_venda_apimpservcx(pcontabilizacao uuid, pdocfis uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_venda_apimpvenda(pcontabilizacao uuid, pdocfis uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_venda_apserv(pcontabilizacao uuid, pdocfis uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_venda_apvenda(pcontabilizacao uuid, pdocfis uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_venda_bxccartao(pcontabilizacao uuid, pbaixa uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_venda_bxservicos(pcontabilizacao uuid, pbaixa uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_venda_bxvenda(pcontabilizacao uuid, pbaixa uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_venda_devvenda(pcontabilizacao uuid, pdocfis uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.contabilizar_venda_estimpvenda(pcontabilizacao uuid, pdocfis uuid, pestabelecimento uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.fn_atualizar(pempresa uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.squasher(pprocessamentofato uuid)","FUNCTION","plpgsql","bool","Alta"
"contabilizacao.squasher_para_view(pprocessamentofato uuid)","FUNCTION","plpgsql","bool","Alta"
"conversor.acerto_duplicidade_pessoa_conjunto()","FUNCTION","plpgsql","bool","Alta"
"conversor.ajustacalculosadiantamentos13()","FUNCTION","plpgsql","void","Alta"
"conversor.ajustacalculosindical()","FUNCTION","plpgsql","void","Alta"
"conversor.converte_modo_empresa()","FUNCTION","plpgsql","bool","Alta"
"conversor.cria_operacoes_nfe()","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ajusta_cpf_cnpj_pessoas()","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ajusta_mascara_cgc_clientes_gold()","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ajusta_mascara_cgc_fornecedores_gold()","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ajusta_mascara_cgc_transportadoras_gold()","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ajusta_mascara_cgc_vendedores_gold()","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_borderos(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_carta_correcao(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_cheques(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_clapes(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_clasfin(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_cobrancas(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_contas(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_faturas(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_formaspagamentos(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_hist_padrao(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_itensfornecedores(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_lanc_contas_manuais(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_layoutbancario(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_locais_estoques(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_mov_estoques(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_ordem_producao(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_parcelamentos(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_perfil_tributario(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_pessoas_clientes(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_pessoas_fornecedores(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_pessoas_transportadoras(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_pessoas_vendedores(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_prevorcamentaria(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_produtos(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_servicos(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_tabicms(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_tipos_contas(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_titulos(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_titulos_renegociados(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_unidades(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_usuarios(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_ins_veiculo_reboque(pgrupoempresarial text, pempresa text, pestabelecimento text)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_juncao_pessoas(pcodigoexclusao uuid, pcodigojuncao uuid)","FUNCTION","plpgsql","bool","Alta"
"conversor.fun_trata_pessoas_duplicadas()","FUNCTION","plpgsql","bool","Alta"
"crm.api_atcstatuscancelado_v3(a_objeto crm.tatcstatuscancelado_v3)","FUNCTION","plpgsql","trecibo","Alta"
"crm.api_propostaitemfamilianovo(a_objeto crm.tpropostaitemfamilianovo)","FUNCTION","plpgsql","trecibo","Alta"
"crm.api_propostaitemfuncaonovo(a_objeto crm.tpropostaitemfuncaonovo)","FUNCTION","plpgsql","trecibo","Alta"
"crm.before_open_browser_proposta()","FUNCTION","plpgsql","void","Alta"
"crm.processar_pedido_de_servico(a_pedido uuid)","FUNCTION","plpgsql","void","Alta"
"crm.processar_proposta(a_proposta uuid, a_origem smallint)","FUNCTION","plpgsql","void","Alta"
"crm.processar_xml_descontosdocpropostas(a_xml xml)","FUNCTION","plpgsql","void","Alta"
"crm.processar_xml_docpropostas(a_xml xml)","FUNCTION","plpgsql","record","Alta"
"crm.processar_xml_itensdocpropostas(a_xml xml)","FUNCTION","plpgsql","void","Alta"
"crm.processar_xml_vendedoresdocpropostas(a_xml xml)","FUNCTION","plpgsql","void","Alta"
"ecf.copiar_layout(a_layout_old uuid, a_schema_tmp character varying DEFAULT 'ecf_tmp'::character varying)","FUNCTION","plpgsql","void","Alta"
"ecf.incluirretencoesccritta(pempresa uuid, pdataini date, pdatafim date)","FUNCTION","plpgsql","record","Alta"
"estoque.api_orcamentosalterar(a_objeto estoque.torcamentosalterar)","FUNCTION","plpgsql","trecibo","Alta"
"estoque.api_orcamentosalterar_v2(a_objeto estoque.torcamentosalterar_v2)","FUNCTION","plpgsql","trecibo","Alta"
"estoque.api_orcamentosalterar_v3(a_objeto estoque.torcamentosalterar_v3)","FUNCTION","plpgsql","trecibo","Alta"
"estoque.api_unidadenovo_v2(a_objeto estoque.tunidadenovo_v2)","FUNCTION","plpgsql","trecibo","Alta"
"financas.__preenche_complementorateio_gpspatronal(a_ano integer, a_mes integer, a_grupoempresarial uuid)","FUNCTION","plpgsql","void","Alta"
"financas.__preenche_ordenspagamentos_naoencontradas(a_ano integer, a_mes integer, a_estabelecimento uuid)","FUNCTION","plpgsql","void","Alta"
"financas._atualiza_rateiofinanceiro(a_documentorateado uuid, a_valor numeric)","FUNCTION","plpgsql","void","Alta"
"financas._atualiza_valores_dfservicos_titulos(a_titulo uuid, a_valor numeric)","FUNCTION","plpgsql","void","Alta"
"financas._atualizar_impostos_df_servicos(a_processamento uuid)","FUNCTION","plpgsql","void","Alta"
"financas._criar_rateio_titulopagar_contrato(a_titulo uuid, a_totalrateio numeric)","FUNCTION","plpgsql","uuid","Alta"
"financas._criar_rateio_tituloreceber_contrato(a_titulo uuid, a_totalrateio numeric)","FUNCTION","plpgsql","uuid","Alta"
"financas._processa_renegociacao_titulocontroller(a_renegociacaotitulos uuid)","FUNCTION","plpgsql","text","Alta"
"financas._processar_contratos(a_grupoempresarial uuid, a_tipo smallint, a_recorrencia smallint, a_dia integer, a_semana integer, a_mes integer, a_ano integer, a_itens text)","FUNCTION","plpgsql","record","Alta"
"financas.api_baixatitulounitariabaixartitulo(a_objeto financas.tbaixatitulounitariabaixartitulo)","FUNCTION","plpgsql","trecibo","Alta"
"financas.api_convertetitulobaixamultipla_controller(a_objeto financas.tdadosconversaotitulosbaixasmultiplas)","FUNCTION","plpgsql","void","Alta"
"financas.api_faturaalterar(a_objeto financas.tfaturaalterar)","FUNCTION","plpgsql","trecibo","Alta"
"financas.api_faturanovo(a_objeto financas.tfaturanovo)","FUNCTION","plpgsql","trecibo","Alta"
"financas.api_lotefatura_v2novo(a_objeto financas.tlotefatura_v2novo)","FUNCTION","plpgsql","trecibo","Alta"
"financas.api_lotesfaturanovo(a_objeto financas.tlotesfaturanovo)","FUNCTION","plpgsql","trecibo","Alta"
"financas.api_previsaofinanceirapagaralterar(a_objeto financas.tprevisaofinanceirapagaralterar)","FUNCTION","plpgsql","trecibo","Alta"
"financas.api_previsaofinanceirapagarexcluir(a_objeto financas.tprevisaofinanceirapagarexcluir)","FUNCTION","plpgsql","trecibo","Alta"
"financas.api_previsaofinanceirapagarnovo(a_objeto financas.tprevisaofinanceirapagarnovo)","FUNCTION","plpgsql","trecibo","Alta"
"financas.api_previsaofinanceirareceberalterar(a_objeto financas.tprevisaofinanceirareceberalterar)","FUNCTION","plpgsql","trecibo","Alta"
"financas.api_previsaofinanceirareceberexcluir(a_objeto financas.tprevisaofinanceirareceberexcluir)","FUNCTION","plpgsql","trecibo","Alta"
"financas.api_previsaofinanceirarecebernovo(a_objeto financas.tprevisaofinanceirarecebernovo)","FUNCTION","plpgsql","trecibo","Alta"
"financas.api_renegociacaotitulosalterar(a_objeto financas.trenegociacaotitulosalterar)","FUNCTION","plpgsql","trecibo","Alta"
"financas.api_renegociacaotitulosalterar_controller(a_objeto financas.trenegociacaotitulosalterar)","FUNCTION","plpgsql","trecibo","Alta"
"financas.api_renegociacaotitulosnovo(a_objeto financas.trenegociacaotitulosnovo)","FUNCTION","plpgsql","trecibo","Alta"
"financas.api_renegociacaotitulosnovo_controller(a_objeto financas.trenegociacaotitulosnovo)","FUNCTION","plpgsql","trecibo","Alta"
"financas.atualiza_titulosadiantamentos(a_lista financas.ttituloadiantamento[])","FUNCTION","plpgsql","void","Alta"
"financas.clona_documento_rateado(a_documentorateado uuid)","FUNCTION","plpgsql","uuid","Alta"
"financas.criar_documentorateado(a_docfis uuid, a_valorrateio numeric)","FUNCTION","plpgsql","uuid","Alta"
"financas.criar_rateio_rps_contrato(a_rps_id uuid)","FUNCTION","plpgsql","uuid","Alta"
"financas.desprocessar_fatura(a_fatura uuid)","FUNCTION","plpgsql","text","Alta"
"financas.desprocessar_lotefatura(a_lotefatura uuid)","FUNCTION","plpgsql","text","Alta"
"financas.desprocessar_renegociacaotitulos(a_renegociacaotitulos uuid)","FUNCTION","plpgsql","text","Alta"
"financas.discriminar_na_baixa_jurosmulta_no_rateio(a_lancamento_id uuid)","FUNCTION","plpgsql","void","Alta"
"financas.emitir_cobrancas_contratos(a_processamento uuid, a_emissao date)","FUNCTION","plpgsql","void","Alta"
"financas.encerrar_previsaofinanceira(a_previsaofinanceira uuid, a_dataencerramento date, a_cancelatitulo boolean)","FUNCTION","plpgsql","record","Alta"
"financas.excluir_baixas_por_lancamentoconta(a_lancamentoconta uuid)","FUNCTION","plpgsql","record","Alta"
"financas.fu_acumuladoindicediario(a_indicediario uuid, a_datainicial date, a_datafinal date)","FUNCTION","plpgsql","record","Alta"
"financas.fu_addfilaprocessamentofluxocaixa(a_datainicio date DEFAULT NULL::date, a_datafim date DEFAULT NULL::date)","FUNCTION","plpgsql","void","Alta"
"financas.fu_calcularrendimentosdiariosaplicacoes(a_data date)","FUNCTION","plpgsql","void","Alta"
"financas.fu_criatitulosreembolsos(id_tituloorigem uuid)","FUNCTION","plpgsql","void","Alta"
"financas.fu_desprocessar(a_processamento uuid, a_json_itens text)","FUNCTION","plpgsql","record","Alta"
"financas.fu_getorigensinteticaclassificacaofinanceira(a_grupoempresarial uuid DEFAULT NULL::uuid, a_apresentarcodigo boolean DEFAULT true)","FUNCTION","plpgsql","record","Alta"
"financas.fu_previaitenscontratosatedata(a_data date)","FUNCTION","plpgsql","record","Alta"
"financas.fu_processardatasfluxocaixa()","FUNCTION","plpgsql","void","Alta"
"financas.fu_rendimentosaplicacoes(a_data date, a_estabelecimento uuid, a_aplicacao uuid DEFAULT NULL::uuid, a_estabelecimentosdogrupo boolean DEFAULT false, a_vinculados boolean DEFAULT false)","FUNCTION","plpgsql","record","Alta"
"financas.fu_updaterateiosinvestimentos(a_estabelecimento uuid, a_idoperacao uuid DEFAULT NULL::uuid)","FUNCTION","plpgsql","void","Alta"
"financas.get_adiantamentospendentes(a_pessoaid uuid)","FUNCTION","plpgsql","record","Alta"
"financas.montar_tela_liberacao_ordempagamento(a_grupoempresarial uuid, a_ano integer, a_mes integer)","FUNCTION","plpgsql","record","Alta"
"financas.processar_fatura(a_fatura uuid)","FUNCTION","plpgsql","text","Alta"
"financas.processar_lotefatura(a_lotefatura uuid)","FUNCTION","plpgsql","text","Alta"
"financas.processar_prestacaodecontas(a_prestacao uuid)","FUNCTION","plpgsql","void","Alta"
"financas.processar_renegociacaotitulos(a_renegociacaotitulos uuid)","FUNCTION","plpgsql","text","Alta"
"financas.relatorio_titulosporclassificacaofinanceira(a_tipovalor integer)","FUNCTION","plpgsql","record","Alta"
"gp.api_projetosescopodesprocessar(a_objeto gp.tprojetosescopodesprocessar, a_validardependencias boolean DEFAULT true)","FUNCTION","plpgsql","trecibo","Alta"
"gp.api_projetosescopodesprocessar_v2(a_objeto gp.tprojetosescopodesprocessar_v2, a_validardependencias boolean DEFAULT true)","FUNCTION","plpgsql","trecibo","Alta"
"gp.api_projetosescopoiniciar(a_objeto gp.tprojetosescopoiniciar)","FUNCTION","plpgsql","trecibo","Alta"
"gp.api_projetosescopoiniciar_v2(a_objeto gp.tprojetosescopoiniciar_v2)","FUNCTION","plpgsql","trecibo","Alta"
"gp.api_projetosregistroexecucaoexcluir(a_objeto gp.tprojetosregistroexecucaoexcluir)","FUNCTION","plpgsql","trecibo","Alta"
"gp.api_projetosregistroexecucaoexcluir_v2(a_objeto gp.tprojetosregistroexecucaoexcluir_v2)","FUNCTION","plpgsql","trecibo","Alta"
"gp.api_tarefasencerrar(a_objeto gp.ttarefasencerrar)","FUNCTION","plpgsql","trecibo","Alta"
"gp.api_tarefasencerrar_v2(a_objeto gp.ttarefasencerrar_v2)","FUNCTION","plpgsql","trecibo","Alta"
"gp.api_tarefasreabrir(a_objeto gp.ttarefasreabrir)","FUNCTION","plpgsql","trecibo","Alta"
"gp.api_tarefasreabrir_v2(a_objeto gp.ttarefasreabrir_v2)","FUNCTION","plpgsql","trecibo","Alta"
"gp.api_tarefasreabrir_v3(a_objeto gp.ttarefasreabrir_v3)","FUNCTION","plpgsql","trecibo","Alta"
